"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","0","0","13","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","0","0","13","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","0","0","25","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","0","0","25","1","0.000000","0","0"
"/Game/Car_Dealer/Materials/M_Wallpaper_1.M_Wallpaper_1","0","3","3","1","0.000000","0","3"
"/Game/Car_Dealer/Materials/M_Ceiling.M_Ceiling","0","3","3","1","0.000000","0","3"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","0","92","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","0","112","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","0","0","28","2","0.000000","0","0"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","112","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Default.M_Default","0","42","182","9","113.951141","0","54"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","0","128","6","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","8","8","1","52.170090","0","8"
"/Game/Car_Dealer/Toy/ToyMaterial/WorldGridMaterial.WorldGridMaterial","0","3","3","1","4.769463","0","3"
"/Game/Car_Dealer/Toy/ToyMesh/Rocket/Toy_Ship.Toy_Ship","0","3","3","1","6.446409","0","3"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","3.442870","0","2"
"/Game/Car_Dealer/Toy/ToyMaterial/Material_006.Material_006","0","3","3","1","4.002201","0","3"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","3","3","1","6.011985","0","3"
"/Game/Car_Dealer/Toy/House/Azules.Azules","0","6","6","1","9.407580","0","6"
"/Game/Car_Dealer/Toy/House/Amarillo.Amarillo","0","6","6","1","7.548912","0","6"
"/Game/Car_Dealer/Toy/ToyMaterial/M_Car.M_Car","0","3","3","1","4.177766","0","3"
"/Game/Car_Dealer/Toy/ToyMesh/teaching_clock_texture_0_Mat.teaching_clock_texture_0_Mat","0","3","3","1","2.637773","0","3"
"/Game/StarterContent/Textures/T_Tech_Dot_M_Mat.T_Tech_Dot_M_Mat","0","3","3","1","2.036973","0","3"
"/Game/Car_Dealer/Toy/House/Verde.Verde","0","6","6","1","8.056276","0","6"
"/Game/Car_Dealer/Toy/House/Pared_A.Pared_A","0","6","6","1","9.802392","0","6"
"/Game/Car_Dealer/Toy/House/Edredon.Edredon","0","6","6","1","9.734159","0","6"
"/Game/Car_Dealer/Toy/ToyMaterial/Material_019.Material_019","0","3","3","1","4.901480","0","3"
"/Game/Car_Dealer/Toy/ToyMaterial/MANOS.MANOS","0","6","6","1","13.804691","0","6"
"/Game/Car_Dealer/Toy/ToyMaterial/CUERPO_2.CUERPO_2","0","6","6","1","0.000000","0","6"
"/Game/Car_Dealer/Toy/ToyMaterial/CUERPO.CUERPO","0","6","6","1","0.000000","0","6"
"/Game/Car_Dealer/Toy/ToyMaterial/Material_018.Material_018","0","6","0","1","0.000000","0","0"
"/Game/Car_Dealer/Toy/ToyMaterial/Material_002.Material_002","0","3","3","1","4.699537","0","3"
"/Game/Car_Dealer/Toy/ToyMaterial/M_Balls.M_Balls","0","3","3","1","5.174181","0","3"
"/Game/Car_Dealer/Toy/House/Rojo.Rojo","0","6","6","1","9.824373","0","6"
"/Game/Car_Dealer/Toy/ToyMaterial/Material_001.Material_001","0","3","3","1","5.051113","0","3"
"/Game/Car_Dealer/Toy/ToyMaterial/plasti-tank_u1_v1.plasti-tank_u1_v1","0","16","0","1","0.000000","0","0"
"/Game/Car_Dealer/Toy/ToyMaterial/Material_003.Material_003","0","3","0","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","49","17","17","1","40.868153","0","17"
"/Game/Car_Dealer/Toy/ToyMaterial/WorldGridMaterial.WorldGridMaterial","49","13","13","1","47.622204","0","13"
"/Game/Car_Dealer/Toy/ToyMaterial/M_Car.M_Car","49","13","13","1","31.048775","0","13"
"/Game/Car_Dealer/Materials/M_Metal_1.M_Metal_1","49","13","13","1","0.000000","0","13"
"/Game/Car_Dealer/Materials/Seychelles_Beige_Marble_Tiles_wgildfbv_2K_BaseColor_Mat.Seychelles_Beige_Marble_Tiles_wgildfbv_2K_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Car_Dealer/Toy/ToyMesh/teaching_clock_texture_0_Mat.teaching_clock_texture_0_Mat","49","13","13","1","17.579363","0","13"
"/Game/StarterContent/Textures/T_Tech_Dot_M_Mat.T_Tech_Dot_M_Mat","49","8","8","1","0.000000","0","8"
"/Game/Car_Dealer/Materials/M_Floor_2.M_Floor_2","49","13","13","1","0.000000","0","13"
"/Game/Car_Dealer/Toy/ToyMaterial/Material_019.Material_019","49","13","13","1","23.819061","0","13"
"/Game/Car_Dealer/Toy/ToyMaterial/Material_002.Material_002","49","13","13","1","24.592951","0","13"
"/Game/Car_Dealer/Toy/ToyMaterial/plasti-tank_u1_v1.plasti-tank_u1_v1","49","29","29","1","40.184914","0","0"
"/Game/Car_Dealer/Toy/ToyMaterial/Material_001.Material_001","49","13","13","1","23.757038","0","13"
"/Game/Car_Dealer/Toy/ToyMaterial/Material_003.Material_003","49","13","13","1","25.261301","0","0"
"/Game/Car_Dealer/Toy/ToyMaterial/MANOS.MANOS","49","11","11","1","9.464350","0","11"
"/Game/Car_Dealer/Toy/ToyMaterial/CUERPO_2.CUERPO_2","49","11","11","1","1.100952","0","11"
"/Game/Car_Dealer/Toy/ToyMaterial/CUERPO.CUERPO","49","11","11","1","0.000000","0","11"
"/Game/Car_Dealer/Toy/House/Rojo.Rojo","49","16","16","1","35.115505","0","16"
"/Game/Car_Dealer/Toy/ToyMaterial/M_Balls.M_Balls","49","13","13","1","30.471531","0","13"
"/Game/Car_Dealer/Toy/House/Edredon.Edredon","49","11","11","1","13.352073","0","11"
"/Game/Car_Dealer/Toy/House/Pared_A.Pared_A","49","16","16","1","28.043293","0","16"
"/Game/Car_Dealer/Toy/House/Verde.Verde","49","16","16","1","27.454987","0","16"
"/Game/Car_Dealer/Toy/House/Azules.Azules","49","16","16","1","26.222391","0","16"
"/Game/Car_Dealer/Toy/House/Amarillo.Amarillo","49","16","16","1","25.999165","0","16"
"/Game/Car_Dealer/Toy/ToyMaterial/Material_018.Material_018","49","16","16","1","17.051954","0","0"
"/Game/Car_Dealer/Toy/ToyMaterial/Material_006.Material_006","49","13","13","1","20.723680","0","13"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","49","13","13","1","23.349144","0","13"
"/Game/Car_Dealer/Materials/M_Wallpaper_1.M_Wallpaper_1","49","8","8","1","0.000000","0","8"
"/Game/Car_Dealer/Materials/M_Ceiling.M_Ceiling","49","13","13","1","0.000000","0","13"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","21","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","0","19","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","0","11","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","27","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","8","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","11","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","10","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","0","45","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","12","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","67","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","11","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","0","78","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","0","45","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","24","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","22","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","17","1","0.000000","0","0"
"/Game/Creative_Characters_FREE/Materials/M_Color.M_Color","49","0","11","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","92","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","40","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","45","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","1016","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","80","6","0.000000","0","8"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","62","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","12","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","12","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","0","78","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","7","1","0.000000","0","0"
"/Game/Car_Dealer/Materials/M_Plastic_1.M_Plastic_1","49","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","23","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","46","1","0.000000","0","0"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","49","0","30","2","0.000000","0","15"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","46","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","67","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","49","0","15","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","49","0","15","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","0","18","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","49","0","15","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","49","0","29","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","49","0","29","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","7","7","1","11.790711","0","7"
"/Game/Car_Dealer/Toy/ToyMesh/Rocket/Toy_Ship.Toy_Ship","49","13","13","1","26.936125","0","13"
"/InterchangeAssets/gltf/M_Default.M_Default","49","72","336","9","125.039948","0","84"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","0","212","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","0","166","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","0","54","2","0.000000","0","0"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","0","166","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","0","182","6","0.000000","0","0"
